id,Response
381110,0.00039964187150446354
381111,0.313848225855979
381112,0.2997237220675177
381113,0.005597038421170524
381114,0.00028418390254967153
381115,0.00024587459190103224
381116,0.00033870337526316206
381117,0.00043364742436582216
381118,0.3320729257951585
381119,0.001019134623786869
381120,0.0007311768907270286
381121,0.1888471486694984
381122,0.0004569634681280576
381123,0.32034473215387255
381124,0.1825835009122817
381125,0.0003531466927024727
381126,0.17217018565760833
381127,0.26149888576887154
381128,0.0002254170519019516
381129,0.00044294964099547457
381130,0.00031674427628279703
381131,0.0003371418442754415
381132,0.0528435154820815
381133,0.2921943242950356
381134,0.1830595781299175
381135,0.0003507107378275128
381136,0.0002762880898602584
381137,0.000770965488782137
381138,0.0005370639980857197
381139,0.000312129294893357
381140,0.10651998670549766
381141,0.00010821411798071929
381142,0.00011797653380472374
381143,0.00040686747630446277
381144,0.1272332019259376
381145,0.35108341075949434
381146,0.00036300603456191613
381147,0.03374050792311255
381148,0.0004110058647627107
381149,0.0003994424088351978
381150,0.3056093407089476
381151,0.326800264768176
381152,0.00031409737806440606
381153,0.28274116047825626
381154,0.3723182004910463
381155,0.3751168901417501
381156,0.0002230821382684707
381157,0.03024189327618926
381158,0.3445296465551558
381159,0.14552505081612102
381160,0.29518118018906403
381161,0.004122136816880023
381162,0.0003031604316748857
381163,0.31437342394855455
381164,0.00043512609974013486
381165,0.1580159972710207
381166,0.19014645526906382
381167,0.00034894262714984034
381168,0.00041183935049477735
381169,0.04024177518566257
381170,0.000435547145476184
381171,0.00040058346642613126
381172,0.36317621117954024
381173,0.09249140867203591
381174,0.00034493892286637597
381175,0.0002965099829775975
381176,0.00039547746006193265
381177,0.29225252878657443
381178,0.17383268906619592
381179,0.00035368169624829356
381180,0.017997549594547177
381181,0.0003876317914176984
381182,0.26829248886725826
381183,0.0003139570371545434
381184,0.004424863697548661
381185,0.00022692918551400057
381186,0.39528227522526566
381187,0.45696960318157137
381188,0.18894913269154823
381189,0.07612327486494877
381190,0.0007238104440883136
381191,0.2055915460113996
381192,0.0713468010030118
381193,0.0035124283553816917
381194,0.2136138731130884
381195,0.07158573568760666
381196,0.00039086260756571374
381197,0.030929852724347055
381198,0.15371997610769203
381199,0.47374448872628694
381200,0.0003997951239470849
381201,0.0007673092923386614
381202,0.31920500160405535
381203,0.5308293360046537
381204,0.08894208554334733
381205,7.419050938279428e-05
381206,0.08081223495045513
381207,0.0002741548885019012
381208,0.02700255297502531
381209,0.0002411912457042095
381210,0.18282280638425308
381211,3.594582511557186e-05
381212,0.35193695730599356
381213,0.2974824250354325
381214,0.16239772754627962
381215,0.04637508611757949
381216,0.05302134421040075
381217,9.823004083895594e-05
381218,0.3381659680378638
381219,0.2400352382744665
381220,0.0008607010890045064
381221,0.2780778185621684
381222,0.00033924843142911384
381223,0.00037260237955205025
381224,0.09879655054409339
381225,0.4054476560700652
381226,0.31791260782128195
381227,0.38116047703314704
381228,0.03305081100316973
381229,0.22596310291235075
381230,0.0003873529129356473
381231,0.00034014264486582587
381232,0.3663936191525682
381233,0.0003542520457682269
381234,0.3000709266159309
381235,0.000415065622892527
381236,0.11976745319343231
381237,0.0005126199607489618
381238,0.0002389424000240418
381239,0.0004678380855099043
381240,0.00033237741076291627
381241,0.2588482063764505
381242,0.0003567202541995836
381243,0.0006274842921886473
381244,0.08939352318660261
381245,0.00020203616193951833
381246,0.3480889136592944
381247,0.44843129127285486
381248,0.00037354668585459354
381249,0.09019637554376196
381250,0.0004306472840826172
381251,0.0007606299168945636
381252,0.000422189872600514
381253,0.0004503294390401044
381254,0.00018311084622851817
381255,0.24858776239042332
381256,0.34145096975579453
381257,0.0002954197198285958
381258,0.010353227942555162
381259,0.17257615617560695
381260,0.04193862061064811
381261,0.4626976129784682
381262,0.37219604977303805
381263,0.00042584913078161845
381264,0.333911800817096
381265,0.11957620468888475
381266,0.0002334555110173245
381267,4.6913561724200326e-05
381268,7.6964902115233e-05
381269,0.08845890547023125
381270,0.11630802927326725
381271,0.15249593890614319
381272,0.0003637722247546552
381273,0.000301237760443738
381274,0.00025762139820326044
381275,0.0004359598825811615
381276,0.08984581635600014
381277,0.00034350956032149876
381278,0.20618040913183588
381279,0.3871051850927039
381280,0.0005202059966103293
381281,0.07376068103596363
381282,0.000364899275718387
381283,0.00026779130253439985
381284,0.28024444593685227
